Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9ZB10	GAL1_STRTR	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK	Streptococcus thermophilus	388
O66936	GLGB_AQUAE	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB aq_722	Aquifex aeolicus (strain VF5)	630
P9WMY8	GLGSY_MYCTO	reviewed	Glycogen synthase (EC 2.4.1.11) (Alpha-1,4-glucosyltransferase MT3116) (UDP-glucose--glycogen glucosyltransferase)	MT3116	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	414
C3PCL8	GLGB_BACAA	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB BAA_5135	Bacillus anthracis (strain A0248)	645
C1CV18	GLGC_DEIDV	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC Deide_11310	Deinococcus deserti (strain VCD115 / DSM 17065 / LMG 22923)	413
Q7TVA4	FBSB_PROMA	reviewed	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase (FBPase class 2/SBPase) (EC 3.1.3.11) (EC 3.1.3.37)	Pro_0840	Prochlorococcus marinus (strain SARG / CCMP1375 / SS120)	334
B9DRN4	F16PC_STRU0	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp SUB0619	Streptococcus uberis (strain ATCC BAA-854 / 0140J)	638
Q6RYT0	F16P_DICDI	reviewed	Fructose-1,6-bisphosphatase (FBPase) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase)	fbp DDB_G0270836	Dictyostelium discoideum (Slime mold)	346
B0BQZ1	F16PA_ACTPJ	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp APJL_1420	Actinobacillus pleuropneumoniae serotype 3 (strain JL03)	334
A3N298	F16PA_ACTP2	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp APL_1450	Actinobacillus pleuropneumoniae serotype 5b (strain L20)	334
P37986	G6PD_DICD3	reviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf Dda3937_03574	Dickeya dadantii (strain 3937) (Erwinia chrysanthemi (strain 3937))	491
P56600	GAL10_CANMA	reviewed	Bifunctional protein GAL10 [Includes: UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase); Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)] (Fragment)	GAL10	Candida maltosa (Yeast)	153
B6EPV3	F16PA_ALISL	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp VSAL_I0346	Aliivibrio salmonicida (strain LFI1238) (Vibrio salmonicida (strain LFI1238))	336
B0US22	FUCM_HISS2	reviewed	L-fucose mutarotase (EC 5.1.3.29) (Fucose 1-epimerase) (Type-2 mutarotase)	fucU HSM_0581	Histophilus somni (strain 2336) (Haemophilus somnus)	144
B4S2E8	F16PA_ALTMD	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp MADE_1001055	Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype)	325
Q8FEF0	FUCA_ECOL6	reviewed	L-fuculose phosphate aldolase (EC 4.1.2.17) (L-fuculose-1-phosphate aldolase)	fucA c3368	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	215
B4F0A6	GAL1_PROMH	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK PMI1949	Proteus mirabilis (strain HI4320)	390
Q93MM1	GALT_LACSS	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT LCA_0766	Lactobacillus sakei subsp. sakei (strain 23K)	498
Q00054	GALT_LACHE	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT	Lactobacillus helveticus (Lactobacillus suntoryeus)	488
Q03PA8	GAL1_LACBA	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK LVIS_1904	Lactobacillus brevis (strain ATCC 367 / JCM 1170)	387
P52415	GLGC_SYNY3	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC agp slr1176	Synechocystis sp. (strain PCC 6803 / Kazusa)	439
Q59678	GALE_MANHA	reviewed	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	galE	Mannheimia haemolytica (Pasteurella haemolytica)	338
A4Y9Z9	HLDE_SHEPC	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE Sputcn32_3069	Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)	476
Q2U2I3	MANF_ASPOR	reviewed	Probable mannan endo-1,4-beta-mannosidase F (EC 3.2.1.78) (Endo-beta-1,4-mannanase F)	manF AO090038000444	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	463
B8NVK8	MANA_ASPFN	reviewed	Probable mannan endo-1,4-beta-mannosidase A (EC 3.2.1.78) (Endo-beta-1,4-mannanase A)	manA man1 AFLA_116950	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	386
P45176	MALQ_HAEIN	reviewed	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme)	malQ HI_1356	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	699
A0QN14	MAK_MYCA1	reviewed	Maltokinase (MaK) (EC 2.7.1.175) (Maltose-1-phosphate synthase)	mak MAV_5185	Mycobacterium avium (strain 104)	452
A7ZRT3	HLDE_ECO24	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE EcE24377A_3515	Escherichia coli O139:H28 (strain E24377A / ETEC)	477
Q5BF93	MNS1B_EMENI	reviewed	Mannosyl-oligosaccharide alpha-1,2-mannosidase 1B (EC 3.2.1.113) (Class I alpha-mannosidase 1B) (Man(9)-alpha-mannosidase 1B)	mns1B msdS AN0787	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	505
A7ZTH2	HLDD_ECO24	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD EcE24377A_4122	Escherichia coli O139:H28 (strain E24377A / ETEC)	310
B1XG57	HLDE_ECODH	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE ECDH10B_3227	Escherichia coli (strain K12 / DH10B)	477
B5YWC0	HLDD_ECO5E	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD ECH74115_4992	Escherichia coli O157:H7 (strain EC4115 / EHEC)	310
C5BB97	HLDD_EDWI9	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD NT01EI_0072	Edwardsiella ictaluri (strain 93-146)	309
A4WEI4	HLDE_ENT38	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE Ent638_3455	Enterobacter sp. (strain 638)	476
Q9RE09	HPRK_LACCA	reviewed	HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr kinase/phosphatase) (HPr(Ser) kinase/phosphorylase)	hprK	Lactobacillus casei	319
Q4L3P8	HPS_STAHJ	reviewed	3-hexulose-6-phosphate synthase (HPS) (EC 4.1.2.43) (D-arabino-3-hexulose-6-phosphate formaldehyde lyase)	SH2420	Staphylococcus haemolyticus (strain JCSC1435)	210
Q65WA7	HLDD_MANSM	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD MS0146	Mannheimia succiniciproducens (strain MBEL55E)	308
Q5F9J0	HLDD_NEIG1	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD NGO0403	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	334
P50401	GUXA_CELFA	reviewed	Exoglucanase A (EC 3.2.1.91) (1,4-beta-cellobiohydrolase A) (CBP95) (Exocellobiohydrolase A)	cbhA Celf_1925	Cellulomonas fimi (strain ATCC 484 / DSM 20113 / JCM 1341 / NBRC 15513 / NCIMB 8980 / NCTC 7547)	872
A5UEH8	HLDE_HAEIG	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE CGSHiGG_00330	Haemophilus influenzae (strain PittGG)	476
Q71WU4	HPRK_LISMF	reviewed	HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr(Ser) kinase/phosphorylase)	hprK LMOf2365_2456	Listeria monocytogenes serotype 4b (strain F2365)	312
Q59395	GUNW_PECPM	reviewed	Endoglucanase 6 (EC 3.2.1.4) (Cellulase V1) (Endo-1,4-beta-glucanase V1) (Endoglucanase V1)	celV1 W5S_2582	Pectobacterium parmentieri	505
Q2SN34	HLDE_HAHCH	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE HCH_01059	Hahella chejuensis (strain KCTC 2396)	477
Q3J7X9	HLDD_NITOC	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD Noc_2614	Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / NCIMB 11848 / C-107)	317
P69047	INS_TRADO	reviewed	Insulin [Cleaved into: Insulin B chain; Insulin A chain]	INS	Trachemys dorbigni (Black-bellied slider turtle) (Chrysemys dorbigni)	51
P69048	INS_TRASC	reviewed	Insulin [Cleaved into: Insulin B chain; Insulin A chain]	INS	Trachemys scripta (Red-eared slider turtle) (Pseudemys scripta)	51
B2JF12	HLDD_PARP8	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD Bphy_0752	Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) (Burkholderia phymatum)	330
Q9CL97	HLDD_PASMU	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD rfaD PM1342	Pasteurella multocida (strain Pm70)	310
O25529	HLDE_HELPY	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE waaE HP_0858	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	461
Q6DAT7	HLDD_PECAS	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD ECA0165	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) (Erwinia carotovora subsp. atroseptica)	310
Q9W7R2	INS_VERMO	reviewed	Insulin [Cleaved into: Insulin B chain; Insulin A chain]	ins	Verasper moseri (Barfin flounder)	115
P38534	GUNX_PRUPE	reviewed	Endoglucanase CX (EC 3.2.1.4) (CX-cellulase) (Endo-1,4-beta-glucanase) (Fragment)		Prunus persica (Peach) (Amygdalus persica)	251
Q0C190	HLDE_HYPNA	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE HNE_1799	Hyphomonas neptunium (strain ATCC 15444)	486
Q12CM2	HLDD_POLSJ	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD Bpro_1784	Polaromonas sp. (strain JS666 / ATCC BAA-500)	335
A6V291	HLDD_PSEA7	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD PSPA7_1793	Pseudomonas aeruginosa (strain PA7)	330
Q6GB70	HPRK_STAAS	reviewed	HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr(Ser) kinase/phosphorylase)	hprK SAS0725	Staphylococcus aureus (strain MSSA476)	310
P01344	IGF2_HUMAN	reviewed	Insulin-like growth factor II (IGF-II) (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin]	IGF2 PP1446	Homo sapiens (Human)	180
Q87HX3	GLGC2_VIBPA	reviewed	Glucose-1-phosphate adenylyltransferase 2 (EC 2.7.7.27) (ADP-glucose pyrophosphorylase 2) (ADPGlc PPase 2) (ADP-glucose synthase 2)	glgC2 VPA0833	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	404
A7ZSW3	GLGC_ECO24	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC EcE24377A_3909	Escherichia coli O139:H28 (strain E24377A / ETEC)	431
Q2JJG9	FBSB_SYNJB	reviewed	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase (FBPase class 2/SBPase) (EC 3.1.3.11) (EC 3.1.3.37)	CYB_2257	Synechococcus sp. (strain JA-2-3B'a(2-13)) (Cyanobacteria bacterium Yellowstone B-Prime)	347
Q8CN27	F16PC_STAES	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp SE_2063	Staphylococcus epidermidis (strain ATCC 12228)	654
Q3K2F6	F16PC_STRA1	reviewed	Fructose-1,6-bisphosphatase class 3 (FBPase class 3) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 3)	fbp SAK_0666	Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700)	643
P09202	F16P_SCHPO	reviewed	Fructose-1,6-bisphosphatase (FBPase) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase)	fbp1 SPBC1198.14c SPBC660.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	347
O08326	GLGC_GEOSE	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC	Geobacillus stearothermophilus (Bacillus stearothermophilus)	387
B4TCP9	FSA_SALHS	reviewed	Fructose-6-phosphate aldolase (EC 4.1.2.-)	fsa SeHA_C4444	Salmonella heidelberg (strain SL476)	220
B4T4X3	FUCM_SALNS	reviewed	L-fucose mutarotase (EC 5.1.3.29) (Fucose 1-epimerase) (Type-2 mutarotase)	fucU SNSL254_A3203	Salmonella newport (strain SL254)	140
Q3JPU4	F16PA_BURP1	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp BURPS1710b_3031	Burkholderia pseudomallei (strain 1710b)	338
Q0PA50	F16PA_CAMJE	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp Cj0840c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	280
Q0HGI8	GLGB_SHESM	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB Shewmr4_2758	Shewanella sp. (strain MR-4)	745
Q8P8H3	GPH_XANCP	reviewed	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	gph cbbZ XCC2268	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)	221
Q66HG4	GALM_RAT	reviewed	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	Galm	Rattus norvegicus (Rat)	342
Q5LIN8	FUCI_BACFN	reviewed	L-fucose isomerase (EC 5.3.1.25) (6-deoxy-L-galactose isomerase) (FucIase)	fucI BF0211	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343)	590
A6WD69	FGD_KINRD	reviewed	F420-dependent glucose-6-phosphate dehydrogenase (FGD) (G6PD) (EC 1.1.98.2)	fgd Krad_3294	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	337
Q9KRP1	GAL1_VIBCH	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK VC_1595	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	386
Q9HDU3	GAL10_SCHPO	reviewed	Bifunctional protein gal10 [Includes: UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase); Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)]	gal10 SPBPB2B2.12c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	713
Q8R8R7	GAL1_CALS4	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK TTE1928	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	390
Q0SZN4	GLGC_SHIF8	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC SFV_3439	Shigella flexneri serotype 5b (strain 8401)	431
B1I863	GALT_STRPI	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT SPH_1968	Streptococcus pneumoniae (strain Hungary19A-6)	493
Q21Y60	HLDD_RHOFT	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD Rfer_1561	Rhodoferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118) (Albidiferax ferrireducens)	340
B0BPT5	GAL1_ACTPJ	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK APJL_1012	Actinobacillus pleuropneumoniae serotype 3 (strain JL03)	384
B4SVN4	GLGX_SALNS	reviewed	Glycogen debranching enzyme (EC 3.2.1.196) (Limit dextrin alpha-1,6-maltotetraose-hydrolase)	glgX SNSL254_A3804	Salmonella newport (strain SL254)	658
A1A900	GAL1_ECOK1	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK Ecok1_06460 APECO1_1331	Escherichia coli O1:K1 / APEC	382
Q8VS92	GALT_STRSL	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	galT	Streptococcus salivarius	493
Q97LM4	MALH_CLOAB	reviewed	Maltose-6'-phosphate glucosidase MalH (EC 3.2.1.122) (6-phospho-alpha-glucosidase) (6-phospho-glucosidase) (Maltose-6-phosphate hydrolase)	malH CA_C0533	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	441
Q5AWB7	MANE_EMENI	reviewed	Probable mannan endo-1,4-beta-mannosidase E (EC 3.2.1.78) (Endo-beta-1,4-mannanase E)	manE AN7413	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	355
Q0KBC7	LTND_CUPNH	reviewed	L-threonate dehydrogenase (EC 1.1.1.411)	ltnD H16_A1562	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	297
O66937	MALQ_AQUAE	reviewed	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme)	malQ malM aq_723	Aquifex aeolicus (strain VF5)	485
C1AJF3	MAK_MYCBT	reviewed	Maltokinase (MaK) (EC 2.7.1.175) (Maltose-1-phosphate synthase)	mak JTY_0131	Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019)	455
Q49VB7	HPS3_STAS1	reviewed	3-hexulose-6-phosphate synthase 3 (HPS 3) (EC 4.1.2.43) (D-arabino-3-hexulose-6-phosphate formaldehyde lyase 3)	SSP2148	Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)	210
Q7AAQ7	HLDE_ECO57	reviewed	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE Z4405 ECs3935	Escherichia coli O157:H7	477
B7NPC7	HLDD_ECO7I	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD ECIAI39_4139	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	310
B7LVH8	HLDD_ESCF3	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD EFER_3908	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	310
B0UWU3	HLDD_HISS2	reviewed	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD HSM_0397	Histophilus somni (strain 2336) (Haemophilus somnus)	309
Q06886	GUX1_PENJA	reviewed	Exoglucanase 1 (EC 3.2.1.91) (1,4-beta-cellobiohydrolase) (Exocellobiohydrolase I) (Exoglucanase I)	cbh1	Penicillium janthinellum (Penicillium vitale)	537
P62695	GUX1_TRIKO	reviewed	Exoglucanase 1 (EC 3.2.1.91) (1,4-beta-cellobiohydrolase) (Exocellobiohydrolase I) (CBHI) (Exoglucanase I)	cbh1	Trichoderma koningii (Hypocrea koningii)	513
Q93FD2	HPRK_LACDA	reviewed	HPr kinase/phosphorylase (HPrK/P) (EC 2.7.11.-) (EC 2.7.4.-) (HPr(Ser) kinase/phosphorylase)	hprK Ldb0610	Lactobacillus delbrueckii subsp. bulgaricus (strain ATCC 11842 / DSM 20081 / JCM 1002 / NBRC 13953 / NCIMB 11778)	316
