Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q5L3H7	UPPP_GEOKA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP GK0218	Geobacillus kaustophilus (strain HTA426)	273
Q7NG92	UPPP_GLOVI	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk glr3281	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	290
Q63AN4	UPPP4_BACCZ	reviewed	Undecaprenyl-diphosphatase 4 (EC 3.6.1.27) (Bacitracin resistance protein 4) (Undecaprenyl pyrophosphate phosphatase 4)	uppP4 bacA4 BCE33L2444	Bacillus cereus (strain ZK / E33L)	259
C5D3Y4	UPPP_GEOSW	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP GWCH70_0186	Geobacillus sp. (strain WCH70)	273
P08149	PBP2_NEIGO	reviewed	Probable peptidoglycan D,D-transpeptidase PenA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	penA	Neisseria gonorrhoeae	581
P0A0U9	PBP2_NEIMB	reviewed	Probable peptidoglycan D,D-transpeptidase PenA (EC 3.4.16.4) (Penicillin-binding protein 2) (PBP-2)	penA NMB0413	Neisseria meningitidis serogroup B (strain MC58)	581
P0A0J8	QACA_STAAM	reviewed	Antiseptic resistance protein	qacA SAVP032	Staphylococcus aureus (strain Mu50 / ATCC 700699)	514
P33229	RALR_ECOLI	reviewed	Endodeoxyribonuclease toxin RalR (DNase RalR) (EC 3.1.-.-) (Restriction alleviation and modification enhancement protein) (Toxin RalR)	ralR lar ral ydaB b1348 JW5208	Escherichia coli (strain K12)	64
P25256	TLRC_STRFR	reviewed	Tylosin resistance ATP-binding protein TlrC	tlrC	Streptomyces fradiae (Streptomyces roseoflavus)	548
A4XM19	UPPP_CALS8	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Csac_2376	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	264
Q9CC42	UPPP_MYCLE	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk ML1297 B2126_C2_190/B2126_C3_227	Mycobacterium leprae (strain TN)	282
Q2RYH3	UPPP1_RHORT	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 Rru_A0017	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIB 8255 / S1)	282
C1CVN6	UPPP_DEIDV	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Deide_13160	Deinococcus deserti (strain VCD115 / DSM 17065 / LMG 22923)	275
Q1QRR2	UPPP_NITHX	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Nham_0184	Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14)	268
P0A8V2	RPOB_ECOLI	reviewed	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB groN nitB rif ron stl stv tabD b3987 JW3950	Escherichia coli (strain K12)	1342
A6QJJ7	TCAA_STAAE	reviewed	Membrane-associated protein TcaA	tcaA NWMN_2257	Staphylococcus aureus (strain Newman)	460
A8Z547	TCAA_STAAT	reviewed	Membrane-associated protein TcaA	tcaA USA300HOU_2338	Staphylococcus aureus (strain USA300 / TCH1516)	460
Q7A3X6	TCAA_STAAN	reviewed	Membrane-associated protein TcaA	tcaA SA2146	Staphylococcus aureus (strain N315)	460
P0A0D1	S3AD_STAAN	reviewed	Streptomycin 3''-adenylyltransferase (EC 2.7.7.47) (AAD(9))	ant1 spc1 SA0049; ant2 spc2 SA1481; ant3 spc3 SA0765; ant4 spc4 SA1952; ant5 spc5 SA2385	Staphylococcus aureus (strain N315)	260
B8DUF9	UPPP_BIFA0	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BLA_1353	Bifidobacterium animalis subsp. lactis (strain AD011)	295
Q8G6C4	UPPP_BIFLO	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk BL0721	Bifidobacterium longum (strain NCC 2705)	294
A9MCW8	UPPP_BRUC2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BCAN_B1063	Brucella canis (strain ATCC 23365 / NCTC 10854)	268
A0QGK1	UPPP_MYCA1	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP MAV_2853	Mycobacterium avium (strain 104)	305
A7I0J2	UPPP_CAMHC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP CHAB381_0437	Campylobacter hominis (strain ATCC BAA-381 / LMG 19568 / NCTC 13146 / CH001A)	258
Q9KFL5	UPPP1_BACHD	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 bacA1 upk1 BH0464	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	274
Q3IHV1	UPPP1_PSEHT	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 PSHAa2300	Pseudoalteromonas haloplanktis (strain TAC 125)	266
Q98NJ1	UPPP2_RHILO	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 bacA2 upk2 mlr0116	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	264
P0A7W1	RS5_ECOLI	reviewed	30S ribosomal protein S5 (Small ribosomal subunit protein uS5)	rpsE spc b3303 JW3265	Escherichia coli (strain K12)	167
P0A7V8	RS4_ECOLI	reviewed	30S ribosomal protein S4 (Small ribosomal subunit protein uS4)	rpsD ramA b3296 JW3258	Escherichia coli (strain K12)	206
Q00937	TETQ_BACT4	reviewed	Tetracycline resistance protein TetQ (TetA(Q)1)	tetQ tet(Q)	Bacteroides thetaiotaomicron	641
Q9K2Y1	TOLC_VIBCH	reviewed	Outer membrane protein TolC (Multidrug efflux pump subunit TolC)	tolC VC_2436	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	438
Q662A7	UPPP_BORBP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA BG0261	Borreliella bavariensis (strain ATCC BAA-2496 / DSM 23469 / PBi) (Borrelia bavariensis)	266
Q6MX01	WHB7A_MYCTU	reviewed	Probable transcriptional regulator WhiB7	whiB7 Rv3197A Rv3197.1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	92
Q3ACY1	UPPP_CARHZ	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP CHY_1158	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	261
Q0BHM0	UPPP1_BURCM	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 Bamb_0794	Burkholderia ambifaria (strain ATCC BAA-244 / AMMD) (Burkholderia cepacia (strain AMMD))	276
Q0K7S4	UPPP_CUPNH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA H16_A2871	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	293
Q3JPL1	UPPP2_BURP1	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 BURPS1710b_3120	Burkholderia pseudomallei (strain 1710b)	276
Q04D15	UPPP2_OENOB	reviewed	Undecaprenyl-diphosphatase 2 (EC 3.6.1.27) (Bacitracin resistance protein 2) (Undecaprenyl pyrophosphate phosphatase 2)	uppP2 OEOE_1821	Oenococcus oeni (strain ATCC BAA-331 / PSU-1)	271
Q9RB37	UPPP_FLAJ1	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk Fjoh_0569	Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101) (Cytophaga johnsonae)	265
B1YIX1	UPPP_EXIS2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Exig_0419	Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15)	278
Q8RIA6	UPPP_FUSNN	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk FN1702	Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / CIP 101130 / JCM 8532 / LMG 13131)	266
A4XUB9	UPPP_PSEMY	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Pmen_2175	Pseudomonas mendocina (strain ymp)	276
A5EW93	UPPP_DICNV	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP DNO_0291	Dichelobacter nodosus (strain VCS1703A)	267
A1SRC7	UPPP_PSYIN	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Ping_0174	Psychromonas ingrahamii (strain 37)	267
P27075	RL44_CANTR	reviewed	60S ribosomal protein L44 (60S ribosomal protein L41)	RPL44 CTL41 RIM-C RPL41	Candida tropicalis (Yeast)	106
P51564	TCR8_PASMD	reviewed	Tetracycline resistance protein, class H (TetA(H))	tetA	Pasteurella multocida	400
Q6G6W4	TCAA_STAAS	reviewed	Membrane-associated protein TcaA	tcaA SAS2247	Staphylococcus aureus (strain MSSA476)	460
A1KKH9	UPPP_MYCBP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BCG_2153c	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	276
A0PQW1	UPPP_MYCUA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP MUL_2366	Mycobacterium ulcerans (strain Agy99)	276
Q9FC36	UPPP1_STRCO	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 bacA1 upk1 SCO7047 SC4G1.13	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	278
B6JCL3	UPPP_OLICO	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP OCAR_4447 OCA5_c00850	Oligotropha carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5)	268
A1SJZ1	UPPP_NOCSJ	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Noca_2623	Nocardioides sp. (strain ATCC BAA-499 / JS614)	274
Q6HI21	UPPP4_BACHK	reviewed	Undecaprenyl-diphosphatase 4 (EC 3.6.1.27) (Bacitracin resistance protein 4) (Undecaprenyl pyrophosphate phosphatase 4)	uppP4 bacA BT9727_2479	Bacillus thuringiensis subsp. konkukian (strain 97-27)	259
Q87CN8	UPPP_XYLFT	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk PD_1027	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	261
Q9HZ62	MUPP_PSEAE	reviewed	N-acetylmuramic acid 6-phosphate phosphatase (MurNAc 6-phosphate phosphatase) (MurNAc-6P phosphatase) (EC 3.1.3.105)	mupP PA3172	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	226
Q9RKY0	RBPA_STRCO	reviewed	RNA polymerase-binding protein RbpA	rbpA SCO1421	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	124
P02983	TCR_STAAU	reviewed	Tetracycline resistance protein (Tetracycline efflux protein)	tet tet(K)	Staphylococcus aureus	459
O32859	TAP_MYCFO	reviewed	Multidrug efflux pump Tap (Tetracycline-aminoglycoside resistance protein)	tap	Mycobacterium fortuitum	409
Q8D281	UPPP_WIGBR	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk WIGBR4730	Wigglesworthia glossinidia brevipalpis	267
Q2FZ66	RLMN_STAA8	reviewed	Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN SAOUHSC_01185	Staphylococcus aureus (strain NCTC 8325)	364
A5ISA3	RLMN_STAA9	reviewed	Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN SaurJH9_1277	Staphylococcus aureus (strain JH9)	364
Q2FHM0	RLMN_STAA3	reviewed	Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN SAUSA300_1111	Staphylococcus aureus (strain USA300)	364
A0QZ11	RBPA_MYCS2	reviewed	RNA polymerase-binding protein RbpA	rbpA MSMEG_3858 MSMEI_3768	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	114
P0A7W4	RS5_SALTY	reviewed	30S ribosomal protein S5	rpsE STM3423	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	167
Q1LSL8	UPPP_BAUCH	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BCI_0621	Baumannia cicadellinicola subsp. Homalodisca coagulata	275
A7Z830	UPPP_BACVZ	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP RBAM_028250	Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum)	276
Q5QUY5	UPPP_IDILO	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA IL1437	Idiomarina loihiensis (strain ATCC BAA-735 / DSM 15497 / L2-TR)	265
Q1IPW7	UPPP_KORVE	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Acid345_2082	Koribacter versatilis (strain Ellin345)	286
A0K593	UPPP1_BURCH	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 Bcen2424_0917	Burkholderia cenocepacia (strain HI2424)	276
Q1LJU8	UPPP_CUPMC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Rmet_2705	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans)	293
P03038	TETR1_ECOLX	reviewed	Tetracycline repressor protein class A from transposon 1721	tetR	Escherichia coli	216
B5FB78	UPPP_ALIFM	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP VFMJ11_2356	Aliivibrio fischeri (strain MJ11) (Vibrio fischeri)	267
B4RY28	UPPP_ALTMD	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP MADE_1003810	Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype)	266
Q2J2D8	UPPP_RHOP2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP RPB_0661	Rhodopseudomonas palustris (strain HaA2)	268
Q2IMA5	UPPP_ANADE	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Adeh_0157	Anaeromyxobacter dehalogenans (strain 2CP-C)	292
P9WG90	STP_MYCTO	reviewed	Multidrug resistance protein Stp (Spectinomycin tetracycline efflux pump)	stp MT2395	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	537
Q8L1B1	SYI2_PSEFL	reviewed	Isoleucine--tRNA ligase 2 (EC 6.1.1.5) (Isoleucyl-tRNA synthetase 2) (IleRS 2)	ileS2 mupM	Pseudomonas fluorescens	1030
Q2KX31	UPPP_BORA1	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA BAV2566	Bordetella avium (strain 197N)	282
Q7WLL4	UPPP_BORBR	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk BB1731	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	287
A1V1I5	UPPP_BURMS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP BMASAVP1_A0742	Burkholderia mallei (strain SAVP1)	276
O31501	SWRC_BACSU	reviewed	Swarming motility protein SwrC	swrC BSU06710	Bacillus subtilis (strain 168)	1052
Q1MW86	STTH_STRA9	reviewed	Streptothricin hydrolase (EC 3.5.2.19)	sttH	Streptomyces albulus	276
P0AG06	S3AX_SHIFL	reviewed	Streptomycin 3''-adenylyltransferase (EC 2.7.7.47)	aadA	Shigella flexneri	262
C5CTM8	UPPP_VARPS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Vapar_3599	Variovorax paradoxus (strain S110)	274
Q3BZ95	UPPP_XANC5	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA XCV0187	Xanthomonas campestris pv. vesicatoria (strain 85-10)	265
Q5PC81	UPPP_SALPA	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA SPA3073	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	273
P67388	UPPP_SALTY	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk STM3205	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	273
Q5M6A1	UPPP_STRT2	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA stu0160	Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)	288
B2IM77	UPPP_STRPS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SPCG_0452	Streptococcus pneumoniae (strain CGSP14)	281
A6QA78	UPPP_SULNB	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SUN_1436	Sulfurovum sp. (strain NBC37-1)	254
B0K0H2	UPPP_THEPX	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Teth514_1408	Thermoanaerobacter sp. (strain X514)	269
Q33DX5	RMTC_PROMI	reviewed	16S rRNA (guanine(1405)-N(7))-methyltransferase (EC 2.1.1.179) (16S rRNA m7G1405 methyltransferase)	rmtC	Proteus mirabilis	281
P51563	TCR7_VIBAN	reviewed	Tetracycline resistance protein, class G (TetA(G))	tetA	Vibrio anguillarum (Listonella anguillarum)	393
Q54807	TETM_STREE	reviewed	Tetracycline resistance protein TetM from transposon Tn5251 (Tet(M))	tetM(5251)	Streptococcus pneumoniae	639
Q1B769	UPPP_MYCSS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Mmcs_3158	Mycobacterium sp. (strain MCS)	276
Q0TRA5	UPPP_CLOP1	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP CPF_1390	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)	304
A1TAS8	UPPP_MYCVP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Mvan_3483	Mycobacterium vanbaalenii (strain DSM 7251 / PYR-1)	276
Q0STN1	UPPP_CLOPS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP CPR_1204	Clostridium perfringens (strain SM101 / Type A)	304
A4VLM0	UPPP1_PSEU5	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 PST_2210	Pseudomonas stutzeri (strain A1501)	276
Q310A3	UPPP_DESAG	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Dde_1946	Desulfovibrio alaskensis (strain G20) (Desulfovibrio desulfuricans (strain G20))	265
Q31WX8	UPPP_SHIBS	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA SBO_2913	Shigella boydii serotype 4 (strain Sb227)	273
Q2G0B4	UPPP_STAA8	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SAOUHSC_00691	Staphylococcus aureus (strain NCTC 8325)	291
Q8NV48	TCAA_STAAW	reviewed	Membrane-associated protein TcaA	tcaA MW2277	Staphylococcus aureus (strain MW2)	460
P12055	STR_STAAU	reviewed	Streptomycin resistance protein	str	Staphylococcus aureus	282
P11131	TET5_ENTFL	reviewed	Tetracycline resistance protein TetM from transposon Tn1545 (TetM(1545))	tetM tet(M)	Enterococcus faecalis (Streptococcus faecalis)	639
P9WFF8	UPPP_MYCTO	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk MT2194	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	282
Q2W9Z8	UPPP1_MAGSA	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 amb0523	Magnetospirillum magneticum (strain AMB-1 / ATCC 700264)	267
Q4JXD8	UPPP1_CORJK	reviewed	Undecaprenyl-diphosphatase 1 (EC 3.6.1.27) (Bacitracin resistance protein 1) (Undecaprenyl pyrophosphate phosphatase 1)	uppP1 jk0367	Corynebacterium jeikeium (strain K411)	281
Q3AH68	UPPP_SYNSC	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Syncc9605_2332	Synechococcus sp. (strain CC9605)	287
B9KYE6	UPPP_THERP	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP trd_0491	Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2)	278
P05219	TBB_SCHPO	reviewed	Tubulin beta chain (Beta-tubulin)	nda3 alp12 SPBC26H8.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	448
Q9WWZ9	TTGA_PSEPT	reviewed	Toluene efflux pump periplasmic linker protein TtgA	ttgA T1E_0243	Pseudomonas putida (strain DOT-T1E)	384
A1S3T2	UPPP_SHEAM	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Sama_0831	Shewanella amazonensis (strain ATCC BAA-1098 / SB2B)	266
Q12KC1	UPPP_SHEDO	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP Sden_2826	Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013)	266
Q2NWE3	UPPP_SODGM	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP SG0257	Sodalis glossinidius (strain morsitans)	273
Q2YSP8	UPPP_STAAB	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA SAB0632c	Staphylococcus aureus (strain bovine RF122 / ET3-1)	291
